,Unnamed: 0,uid,path,shimmer_std,energy_frequency_domain,fundamental_frequency,formant_frequency
44,44,gyvr,../drive/MyDrive/Explainability/Data/LPF_train_audios/gyvr.wav,0.5878891,70.19912821048406,0.37373793,0.11278543
45,45,nhcz,../drive/MyDrive/Explainability/Data/LPF_train_audios/nhcz.wav,0.63797486,88.13817970449134,0.17146489,0.09421753
46,46,mefx,../drive/MyDrive/Explainability/Data/LPF_train_audios/mefx.wav,0.59744704,82.52222152733805,0.25448477,0.10682196
47,47,crpv,../drive/MyDrive/Explainability/Data/LPF_train_audios/crpv.wav,0.5990952,90.26494373306963,0.22696255,0.11119776
48,48,tcpg,../drive/MyDrive/Explainability/Data/LPF_train_audios/tcpg.wav,0.6636869,81.30858760405337,0.30629557,0.110492714
49,49,ovbj,../drive/MyDrive/Explainability/Data/LPF_train_audios/ovbj.wav,0.6177186,81.25037352168238,0.2836475,0.09404936
50,50,ixoa,../drive/MyDrive/Explainability/Data/LPF_train_audios/ixoa.wav,0.61225235,77.93382880169327,0.1877725,0.040698495
51,51,iznw,../drive/MyDrive/Explainability/Data/LPF_train_audios/iznw.wav,0.65767276,78.49595792787534,0.17491123,0.10113999
52,52,txuh,../drive/MyDrive/Explainability/Data/LPF_train_audios/txuh.wav,0.6409492,87.83450859429679,0.2143659,0.113290764
53,53,nfpk,../drive/MyDrive/Explainability/Data/LPF_train_audios/nfpk.wav,0.69362956,77.34349254457224,0.1365288,0.1087062
54,54,shqc,../drive/MyDrive/Explainability/Data/LPF_train_audios/shqc.wav,0.48778835,77.78964119442477,0.41075087,0.09629408
55,55,fmmu,../drive/MyDrive/Explainability/Data/LPF_train_audios/fmmu.wav,0.6387553,75.26280455130103,0.24179083,0.093184166
56,56,xsdx,../drive/MyDrive/Explainability/Data/LPF_train_audios/xsdx.wav,0.6093089,73.16854924062123,0.17509978,0.119975515
57,57,wwct,../drive/MyDrive/Explainability/Data/LPF_train_audios/wwct.wav,0.7069126,78.21092912770291,0.18745317,0.097305104
58,58,wdqp,../drive/MyDrive/Explainability/Data/LPF_train_audios/wdqp.wav,0.51979715,68.62519066326324,0.18981066,0.1074948
59,59,iyho,../drive/MyDrive/Explainability/Data/LPF_train_audios/iyho.wav,0.5371924,78.66938587351659,0.25224566,0.07878096
60,60,yuvg,../drive/MyDrive/Explainability/Data/LPF_train_audios/yuvg.wav,0.61812985,70.46188586335403,0.17834699,0.09943765
61,61,furj,../drive/MyDrive/Explainability/Data/LPF_train_audios/furj.wav,0.6151131,79.46488925402684,0.2203215,0.10286833
62,62,roge,../drive/MyDrive/Explainability/Data/LPF_train_audios/roge.wav,0.6769925,79.84824780020703,0.20724955,0.13755412
63,63,gkaz,../drive/MyDrive/Explainability/Data/LPF_train_audios/gkaz.wav,0.54233974,74.20152572369149,0.25416678,0.086434454
64,64,txvs,../drive/MyDrive/Explainability/Data/LPF_train_audios/txvs.wav,0.595646,82.42265909113425,0.38778052,0.10273371
65,65,udfm,../drive/MyDrive/Explainability/Data/LPF_train_audios/udfm.wav,0.66192895,85.51314899242904,0.16434278,0.098158024
66,66,ekpr,../drive/MyDrive/Explainability/Data/LPF_train_audios/ekpr.wav,0.7928402,83.43882738504692,0.1759788,0.082495086
67,67,mdif,../drive/MyDrive/Explainability/Data/LPF_train_audios/mdif.wav,0.67514545,89.4003920536436,0.22958373,0.108448036
68,68,wmrn,../drive/MyDrive/Explainability/Data/LPF_train_audios/wmrn.wav,0.529725,81.87353314789112,0.37804615,0.10619477
69,69,tfpo,../drive/MyDrive/Explainability/Data/LPF_train_audios/tfpo.wav,0.6069765,88.80514832804383,0.14446475,0.083802566
70,70,lmeq,../drive/MyDrive/Explainability/Data/LPF_train_audios/lmeq.wav,0.5708133,84.96344191023707,0.28008744,0.10771915
71,71,gpjt,../drive/MyDrive/Explainability/Data/LPF_train_audios/gpjt.wav,0.6446135,80.50979214881406,0.2274272,0.09005306
72,72,vlwd,../drive/MyDrive/Explainability/Data/LPF_train_audios/vlwd.wav,0.5522995,81.48533045389114,0.16877866,0.10896521
73,73,icqk,../drive/MyDrive/Explainability/Data/LPF_train_audios/icqk.wav,0.5947287,80.7623036966448,0.258491,0.11450971
74,74,wdzu,../drive/MyDrive/Explainability/Data/LPF_train_audios/wdzu.wav,0.7513501,82.45975126500167,0.20078169,0.10552672
75,75,sdba,../drive/MyDrive/Explainability/Data/LPF_train_audios/sdba.wav,0.5325123,86.06801439599819,0.22073397,0.08788226
76,76,rnlm,../drive/MyDrive/Explainability/Data/LPF_train_audios/rnlm.wav,0.624999,78.37375705546557,0.2300779,0.094789945
77,77,vjbx,../drive/MyDrive/Explainability/Data/LPF_train_audios/vjbx.wav,0.53780586,71.71972169063255,0.31026652,0.101639055
78,78,kgca,../drive/MyDrive/Explainability/Data/LPF_train_audios/kgca.wav,0.5766518,94.52412549993568,0.25435632,0.08732321
79,79,sgor,../drive/MyDrive/Explainability/Data/LPF_train_audios/sgor.wav,0.5881124,80.70931306795622,0.27781266,0.087518364
80,80,vhfc,../drive/MyDrive/Explainability/Data/LPF_train_audios/vhfc.wav,0.7056555,79.96285685147072,0.1321674,0.096943274
81,81,tipu,../drive/MyDrive/Explainability/Data/LPF_train_audios/tipu.wav,0.7108157,90.47471876058056,0.24873132,0.12565704
82,82,zkbm,../drive/MyDrive/Explainability/Data/LPF_train_audios/zkbm.wav,0.8110481,82.95758073331427,0.19131884,0.107828975
83,83,kigg,../drive/MyDrive/Explainability/Data/LPF_train_audios/kigg.wav,0.5345297,84.13767492278464,0.10380915,0.11240088
84,84,tlua,../drive/MyDrive/Explainability/Data/LPF_train_audios/tlua.wav,0.5738343,88.50499304982682,0.400995,0.0838347
85,85,zaxk,../drive/MyDrive/Explainability/Data/LPF_train_audios/zaxk.wav,0.6419323,92.40529060148027,0.17912248,0.10007903
86,86,mwts,../drive/MyDrive/Explainability/Data/LPF_train_audios/mwts.wav,0.61225426,74.79328981409374,0.15270324,0.10621637
87,87,twtd,../drive/MyDrive/Explainability/Data/LPF_train_audios/twtd.wav,0.6337386,81.55007156693712,0.3450288,0.10522212
88,88,ofhi,../drive/MyDrive/Explainability/Data/LPF_train_audios/ofhi.wav,0.6718792,82.84783760122515,0.28047702,0.09788507
89,89,grxg,../drive/MyDrive/Explainability/Data/LPF_train_audios/grxg.wav,0.5496222,81.79099664539277,0.31833187,0.110590935
90,90,zgaj,../drive/MyDrive/Explainability/Data/LPF_train_audios/zgaj.wav,0.70922357,82.18872726846723,0.15376237,0.115485094
91,91,ywwq,../drive/MyDrive/Explainability/Data/LPF_train_audios/ywwq.wav,0.61776197,79.5317042079744,0.1759502,0.08496827
92,92,tfyd,../drive/MyDrive/Explainability/Data/LPF_train_audios/tfyd.wav,0.6359526,77.30714590818722,0.36890152,0.12099814
93,93,zllx,../drive/MyDrive/Explainability/Data/LPF_train_audios/zllx.wav,0.7025026,82.11687746050384,0.17868534,0.09558634
94,94,hnbq,../drive/MyDrive/Explainability/Data/LPF_train_audios/hnbq.wav,0.65446246,88.73179508862292,0.27574438,0.10192528
95,95,emjd,../drive/MyDrive/Explainability/Data/LPF_train_audios/emjd.wav,0.6677477,82.15231632744775,0.33886084,0.10495755
96,96,hxya,../drive/MyDrive/Explainability/Data/LPF_train_audios/hxya.wav,0.56132907,83.34507616187487,0.16020058,0.11262409
97,97,ucsd,../drive/MyDrive/Explainability/Data/LPF_train_audios/ucsd.wav,0.62423825,84.42276775917222,0.20035419,0.110138156
98,98,mgqe,../drive/MyDrive/Explainability/Data/LPF_train_audios/mgqe.wav,0.7734094,86.09557663938023,0.1607567,0.09578676
99,99,syvf,../drive/MyDrive/Explainability/Data/LPF_train_audios/syvf.wav,0.6781591,77.71676829076729,0.16911295,0.082392976
100,100,ensg,../drive/MyDrive/Explainability/Data/LPF_train_audios/ensg.wav,0.7020928,79.10364768695602,0.1829672,0.12742332
101,101,kzaa,../drive/MyDrive/Explainability/Data/LPF_train_audios/kzaa.wav,0.6426259,85.60562530808234,0.16503994,0.10274126
102,102,pyof,../drive/MyDrive/Explainability/Data/LPF_train_audios/pyof.wav,0.6379146,77.31913835880381,0.14908198,0.12155093
103,103,lqwn,../drive/MyDrive/Explainability/Data/LPF_train_audios/lqwn.wav,0.5591671,88.71867397421035,0.28910178,0.11224406
104,104,diws,../drive/MyDrive/Explainability/Data/LPF_train_audios/diws.wav,0.6395158,83.87829062699566,0.30475897,0.099087186
105,105,ytfb,../drive/MyDrive/Explainability/Data/LPF_train_audios/ytfb.wav,0.68246394,75.5340142395705,0.20925683,0.11724459
106,106,qhme,../drive/MyDrive/Explainability/Data/LPF_train_audios/qhme.wav,0.7493522,78.19113230154707,0.098120645,0.11641893
107,107,nmdf,../drive/MyDrive/Explainability/Data/LPF_train_audios/nmdf.wav,0.6207937,76.79166589994865,0.3176975,0.08423392
108,108,bdxm,../drive/MyDrive/Explainability/Data/LPF_train_audios/bdxm.wav,0.6783185,80.42163975008279,0.23282324,0.0939333
109,109,lvcr,../drive/MyDrive/Explainability/Data/LPF_train_audios/lvcr.wav,0.5848444,82.46416558221824,0.24920253,0.113629006
110,110,klbu,../drive/MyDrive/Explainability/Data/LPF_train_audios/klbu.wav,0.74556446,84.69236246486238,0.24910514,0.09587026
111,111,cncw,../drive/MyDrive/Explainability/Data/LPF_train_audios/cncw.wav,0.57580423,90.14714230876007,0.36081803,0.11228271
112,112,gbrn,../drive/MyDrive/Explainability/Data/LPF_train_audios/gbrn.wav,0.56832385,77.1300844737446,0.23116127,0.10520655
113,113,vsid,../drive/MyDrive/Explainability/Data/LPF_train_audios/vsid.wav,0.6420441,82.59372830913789,0.19391151,0.12928183
114,114,dxll,../drive/MyDrive/Explainability/Data/LPF_train_audios/dxll.wav,0.6120024,82.8290496907495,0.22111417,0.102308795
115,115,zrzo,../drive/MyDrive/Explainability/Data/LPF_train_audios/zrzo.wav,0.60771245,83.06138667805683,0.2143409,0.10384336
116,116,wxgs,../drive/MyDrive/Explainability/Data/LPF_train_audios/wxgs.wav,0.6693815,81.74402288996681,0.31689912,0.09390513
117,117,jzbl,../drive/MyDrive/Explainability/Data/LPF_train_audios/jzbl.wav,0.6587927,96.7193938507129,0.22408938,0.10052943
118,118,gbnh,../drive/MyDrive/Explainability/Data/LPF_train_audios/gbnh.wav,0.5766772,82.75321678652136,0.18276845,0.08487989
119,119,qddf,../drive/MyDrive/Explainability/Data/LPF_train_audios/qddf.wav,0.75817347,76.62927576020694,0.24524087,0.09383536
120,120,tdto,../drive/MyDrive/Explainability/Data/LPF_train_audios/tdto.wav,0.5954971,80.67727760289662,0.23614109,0.0890282
121,121,ybin,../drive/MyDrive/Explainability/Data/LPF_train_audios/ybin.wav,0.652839,94.87956776936329,0.22729392,0.10730653
122,122,wzuc,../drive/MyDrive/Explainability/Data/LPF_train_audios/wzuc.wav,0.5822712,85.04333300853533,0.29591295,0.14124024
123,123,fzin,../drive/MyDrive/Explainability/Data/LPF_train_audios/fzin.wav,0.61855465,86.21056822528011,0.17089494,0.12161378
124,124,lolv,../drive/MyDrive/Explainability/Data/LPF_train_audios/lolv.wav,0.54281986,81.72653648614394,0.16730103,0.097543284
125,125,uksp,../drive/MyDrive/Explainability/Data/LPF_train_audios/uksp.wav,0.535333,92.45168280665872,0.257291,0.09877355
126,126,vjuo,../drive/MyDrive/Explainability/Data/LPF_train_audios/vjuo.wav,0.6969137,81.3719140913726,0.15984416,0.13769236
127,127,rtlq,../drive/MyDrive/Explainability/Data/LPF_train_audios/rtlq.wav,0.58664,82.64006576123357,0.18688151,0.0989603
128,128,omen,../drive/MyDrive/Explainability/Data/LPF_train_audios/omen.wav,0.64442575,74.52046180717714,0.2023561,0.07773598
129,129,jvsx,../drive/MyDrive/Explainability/Data/LPF_train_audios/jvsx.wav,0.6355383,81.08726727710896,0.15900846,0.11988937
130,130,kojw,../drive/MyDrive/Explainability/Data/LPF_train_audios/kojw.wav,0.63269454,77.76081482399984,0.20229214,0.10158376
131,131,yvig,../drive/MyDrive/Explainability/Data/LPF_train_audios/yvig.wav,0.56967646,77.20161469529263,0.13295329,0.09320042
132,132,lhky,../drive/MyDrive/Explainability/Data/LPF_train_audios/lhky.wav,0.6111615,72.36137232072532,0.18131065,0.10471771
133,133,mfiz,../drive/MyDrive/Explainability/Data/LPF_train_audios/mfiz.wav,0.63112664,84.59279916803607,0.22061391,0.09035045
134,134,tvri,../drive/MyDrive/Explainability/Data/LPF_train_audios/tvri.wav,0.64285946,82.75045800594935,0.2046812,0.10040506
135,135,gvte,../drive/MyDrive/Explainability/Data/LPF_train_audios/gvte.wav,0.6376582,89.78422451716915,0.2929505,0.09860048
136,136,rjmn,../drive/MyDrive/Explainability/Data/LPF_train_audios/rjmn.wav,0.5782596,84.3314152832229,0.1776524,0.08623652
137,137,mqap,../drive/MyDrive/Explainability/Data/LPF_train_audios/mqap.wav,0.72215223,92.10764326100741,0.3369331,0.10731761
138,138,tzzn,../drive/MyDrive/Explainability/Data/LPF_train_audios/tzzn.wav,0.5985388,88.29266512707898,0.21197805,0.10278579
139,139,blyu,../drive/MyDrive/Explainability/Data/LPF_train_audios/blyu.wav,0.5222242,98.47791982925825,0.2127737,0.105764024
140,140,smym,../drive/MyDrive/Explainability/Data/LPF_train_audios/smym.wav,0.6167656,84.51464271851509,0.21520762,0.097919635
141,141,ciie,../drive/MyDrive/Explainability/Data/LPF_train_audios/ciie.wav,0.7275385,85.87514437026277,0.20076728,0.12977289
142,142,cljn,../drive/MyDrive/Explainability/Data/LPF_train_audios/cljn.wav,0.6712915,95.40482839935464,0.27302024,0.11089619
143,143,qnae,../drive/MyDrive/Explainability/Data/LPF_train_audios/qnae.wav,0.6469956,84.92436196019077,0.19464874,0.08811905
144,144,ryhk,../drive/MyDrive/Explainability/Data/LPF_train_audios/ryhk.wav,0.6210655,79.71715442141887,0.22847232,0.10214804
145,145,pdok,../drive/MyDrive/Explainability/Data/LPF_train_audios/pdok.wav,0.6292453,83.235688067463,0.10506233,0.08988951
146,146,gmsj,../drive/MyDrive/Explainability/Data/LPF_train_audios/gmsj.wav,0.65144676,88.84708730202645,0.20611425,0.091442294
147,147,qywr,../drive/MyDrive/Explainability/Data/LPF_train_audios/qywr.wav,0.7363973,92.29047188338357,0.13321877,0.118930615
148,148,hgpf,../drive/MyDrive/Explainability/Data/LPF_train_audios/hgpf.wav,0.62596816,89.14545672416875,0.2070654,0.093821935
149,149,bfvg,../drive/MyDrive/Explainability/Data/LPF_train_audios/bfvg.wav,0.6747454,75.61805913456875,0.17315136,0.09584908
150,150,wsai,../drive/MyDrive/Explainability/Data/LPF_train_audios/wsai.wav,0.60131896,84.65659257845516,0.16280821,0.11741409
151,151,xjcx,../drive/MyDrive/Explainability/Data/LPF_train_audios/xjcx.wav,0.61626697,96.17321885434814,0.14299121,0.083109066
152,152,punh,../drive/MyDrive/Explainability/Data/LPF_train_audios/punh.wav,0.6366425,82.141823357768,0.27961105,0.10339885
153,153,xbop,../drive/MyDrive/Explainability/Data/LPF_train_audios/xbop.wav,0.52051866,74.91723008117182,0.12716356,0.1082751
154,154,mtbm,../drive/MyDrive/Explainability/Data/LPF_train_audios/mtbm.wav,0.63082975,82.30427953775234,0.23023382,0.10671327
155,155,qcpc,../drive/MyDrive/Explainability/Data/LPF_train_audios/qcpc.wav,0.6497463,83.14812820979675,0.20255774,0.11482743
156,156,agok,../drive/MyDrive/Explainability/Data/LPF_train_audios/agok.wav,0.573342,91.90649411502469,0.31927103,0.10819395
157,157,qbno,../drive/MyDrive/Explainability/Data/LPF_train_audios/qbno.wav,0.6159284,81.47107091692345,0.19239777,0.109745204
158,158,jgvz,../drive/MyDrive/Explainability/Data/LPF_train_audios/jgvz.wav,0.5546835,79.16714436400721,0.12881471,0.10628691
159,159,hkan,../drive/MyDrive/Explainability/Data/LPF_train_audios/hkan.wav,0.6140568,88.49905143707613,0.11709183,0.09342144
160,160,wpeb,../drive/MyDrive/Explainability/Data/LPF_train_audios/wpeb.wav,0.7102647,80.7354839439195,0.13839173,0.108879566
161,161,vbgt,../drive/MyDrive/Explainability/Data/LPF_train_audios/vbgt.wav,0.81657726,81.41638991828694,0.16303252,0.1087671
162,162,onok,../drive/MyDrive/Explainability/Data/LPF_train_audios/onok.wav,0.75849825,96.69023758749923,0.19857153,0.11580444
163,163,fwhr,../drive/MyDrive/Explainability/Data/LPF_train_audios/fwhr.wav,0.61286324,92.03065658358604,0.2526818,0.10434844
164,164,lxee,../drive/MyDrive/Explainability/Data/LPF_train_audios/lxee.wav,0.61920893,95.52625906838884,0.20666386,0.10230378
165,165,hkcu,../drive/MyDrive/Explainability/Data/LPF_train_audios/hkcu.wav,0.5774152,75.46718678732289,0.17954916,0.094566256
166,166,sajw,../drive/MyDrive/Explainability/Data/LPF_train_audios/sajw.wav,0.5753877,94.55502796872429,0.14632832,0.099724025
167,167,hrbq,../drive/MyDrive/Explainability/Data/LPF_train_audios/hrbq.wav,0.5931374,79.68027039092006,0.40312457,0.08853852
168,168,umpu,../drive/MyDrive/Explainability/Data/LPF_train_audios/umpu.wav,0.5674377,78.8431784551652,0.1752693,0.10359593
169,169,xmjb,../drive/MyDrive/Explainability/Data/LPF_train_audios/xmjb.wav,0.750855,80.49663612504548,0.287204,0.09671754
170,170,iklv,../drive/MyDrive/Explainability/Data/LPF_train_audios/iklv.wav,0.6712844,80.6604518243107,0.12678984,0.08201723
171,171,ycrj,../drive/MyDrive/Explainability/Data/LPF_train_audios/ycrj.wav,0.54375416,83.71432797582546,0.29813808,0.11749133
172,172,tfkp,../drive/MyDrive/Explainability/Data/LPF_train_audios/tfkp.wav,0.60650617,82.28786233191016,0.2782246,0.10256483
173,173,nedw,../drive/MyDrive/Explainability/Data/LPF_train_audios/nedw.wav,0.7049602,77.99328344956366,0.16533077,0.090483084
174,174,wfgv,../drive/MyDrive/Explainability/Data/LPF_train_audios/wfgv.wav,0.72077745,87.68835989710604,0.15092137,0.11557403
175,175,awch,../drive/MyDrive/Explainability/Data/LPF_train_audios/awch.wav,0.61676544,82.40529047729083,0.32369864,0.1124034
176,176,ccpw,../drive/MyDrive/Explainability/Data/LPF_train_audios/ccpw.wav,0.5641642,89.72720049840012,0.35040382,0.10016291
177,177,oqoh,../drive/MyDrive/Explainability/Data/LPF_train_audios/oqoh.wav,0.6105402,95.20239240227058,0.17362817,0.09988469
178,178,sqrf,../drive/MyDrive/Explainability/Data/LPF_train_audios/sqrf.wav,0.58988494,83.16569777309962,0.16382588,0.10919487
179,179,vicn,../drive/MyDrive/Explainability/Data/LPF_train_audios/vicn.wav,0.69039357,80.0779841650008,0.16276756,0.116530806
180,180,jmyx,../drive/MyDrive/Explainability/Data/LPF_train_audios/jmyx.wav,0.6633911,77.34934242561273,0.13868704,0.11175457
181,181,qzdq,../drive/MyDrive/Explainability/Data/LPF_train_audios/qzdq.wav,0.60534745,80.06552405753821,0.32119706,0.1058236
182,182,fdnd,../drive/MyDrive/Explainability/Data/LPF_train_audios/fdnd.wav,0.5873382,90.58482480828303,0.25435787,0.1095396
183,183,chve,../drive/MyDrive/Explainability/Data/LPF_train_audios/chve.wav,0.59539276,86.00736227014616,0.36055216,0.118509226
184,184,fzuu,../drive/MyDrive/Explainability/Data/LPF_train_audios/fzuu.wav,0.6523479,75.09379956400036,0.25224486,0.12758103
185,185,maxj,../drive/MyDrive/Explainability/Data/LPF_train_audios/maxj.wav,0.66117877,80.19260322633711,0.16210991,0.10249276
186,186,ntje,../drive/MyDrive/Explainability/Data/LPF_train_audios/ntje.wav,0.62579405,89.66510024721244,0.25262833,0.09745647
187,187,vnlz,../drive/MyDrive/Explainability/Data/LPF_train_audios/vnlz.wav,0.6399223,92.90861250158113,0.24268009,0.118656844
188,188,euil,../drive/MyDrive/Explainability/Data/LPF_train_audios/euil.wav,0.53205234,79.3367711667656,0.11094253,0.11544487
189,189,ynug,../drive/MyDrive/Explainability/Data/LPF_train_audios/ynug.wav,0.5904651,86.3053616947926,0.26616535,0.101230174
190,190,uudo,../drive/MyDrive/Explainability/Data/LPF_train_audios/uudo.wav,0.6117914,92.42899986744048,0.21917596,0.10468
191,191,mqlv,../drive/MyDrive/Explainability/Data/LPF_train_audios/mqlv.wav,0.5857655,86.75115778783857,0.30058601,0.11208111
192,192,aohw,../drive/MyDrive/Explainability/Data/LPF_train_audios/aohw.wav,0.6703751,74.8128824137825,0.2245102,0.1061048
193,193,zsdr,../drive/MyDrive/Explainability/Data/LPF_train_audios/zsdr.wav,0.59404516,78.60921952699364,0.36875516,0.10128137
194,194,nyjp,../drive/MyDrive/Explainability/Data/LPF_train_audios/nyjp.wav,0.91567856,92.40740719571352,0.13346422,0.10732604
195,195,ubhk,../drive/MyDrive/Explainability/Data/LPF_train_audios/ubhk.wav,0.62859935,82.99901140317905,0.16072765,0.082535714
196,196,farx,../drive/MyDrive/Explainability/Data/LPF_train_audios/farx.wav,0.6368194,78.74021630678423,0.12756386,0.1114176
197,197,glvo,../drive/MyDrive/Explainability/Data/LPF_train_audios/glvo.wav,0.76306915,83.68547253383795,0.2385889,0.12453776
198,198,pyea,../drive/MyDrive/Explainability/Data/LPF_train_audios/pyea.wav,0.5802922,78.45321097861893,0.21446218,0.10117815
199,199,narj,../drive/MyDrive/Explainability/Data/LPF_train_audios/narj.wav,0.6502854,97.28824223209307,0.19692202,0.122112006
200,200,mkgw,../drive/MyDrive/Explainability/Data/LPF_train_audios/mkgw.wav,0.6315451,75.73366007779734,0.24760258,0.10078143
201,201,jaes,../drive/MyDrive/Explainability/Data/LPF_train_audios/jaes.wav,0.6495452,77.89695379954418,0.149249,0.10009205
